Latitude (WGS84),Longitude (WGS84),Magnitude,Origin Date
31.93146133422852,-102.22297668457033,0.7688100154513136,2021/12/14
32.046165466308594,-102.22943115234376,1.140619038774393,2021/02/26
32.96722412109375,-100.83948647103658,0.7545947519536735,2024/04/29
32.41241455078125,-101.59191596798782,0.8308274044922964,2024/11/17
32.40325927734375,-102.05923685213412,1.1508862974889509,2025/07/05
32.174983978271484,-101.6964340209961,0.5690434265899141,2024/10/15
32.76397705,-100.6401248,2.35349875,2023/02/03
32.30072021,-101.8298638,1.527353432,2024/01/21
32.24395751953125,-101.94347846798782,0.8417658205714691,2024/01/24
32.76031494140625,-100.64226848323167,1.03268759105369,2024/03/03
32.75848389,-100.6615615,2.117162631,2023/02/17
32.25722885131836,-101.94108581542967,0.942003729566236,2024/12/17
32.11761475,-102.1921446,0.8748824413,2023/02/13
32.14228820800781,-101.50225830078124,1.7301713781711894,2023/09/23
32.88391113,-100.8962938,1.44661995,2018/09/28
32.68341064,-100.6165444,2.26150412,2024/01/20
32.07550049,-102.2993283,1.045628055,2023/09/06
32.19085693359375,-102.13855278201218,0.958181959734393,2023/02/23
32.44720458984375,-102.05923685213412,1.667611252969073,2024/06/01
31.93084717,-102.3657822,1.858807747,2019/04/26
32.862854,-100.9037967,2.37600037,2017/09/14
32.26903533935547,-100.99104309082033,1.4803410865907776,2024/07/10
32.13684082,-101.4750857,1.258452024,2023/09/13
32.1478271484375,-101.05921303353658,1.4581875298581477,2025/08/29
32.12585449,-102.1996475,1.012376154,2021/01/15
32.40694046020508,-102.04473114013672,0.5529599339964772,2024/09/13
31.91436767578125,-101.29180163871952,1.6776161285729136,2025/08/12
32.44258499145508,-101.68766021728516,1.0055087362414787,2021/10/19
32.01873779296875,-101.76984089176828,1.1572909784900025,2025/07/08
32.34342956542969,-102.09718322753906,0.6433058374878065,2024/05/03
32.30255126953125,-101.78699028201218,1.6059808847267552,2024/07/25
32.90449905395508,-100.89532470703124,0.911552092531696,2022/03/26
31.91802979,-102.2757479,3.206362816,2021/03/13
32.396541595458984,-102.13592529296876,0.3596077492201919,2025/01/01
32.4517822265625,-102.10532583841464,1.226755804478037,2024/11/20
32.11405944824219,-101.66378021240234,0.549370423457468,2024/12/20
32.2620964050293,-101.94231414794922,0.5359310966901565,2023/05/18
32.4334716796875,-102.14819931402438,1.2088011711704378,2025/01/30
32.10176467895508,-102.13905334472656,0.944886307291721,2021/01/06
32.26409912,-101.9349038,2.325225092,2022/05/25
32.1002197265625,-101.92096989329268,0.855354865523759,2025/04/18
31.87774658203125,-101.70553067835364,0.8875962087828458,2024/12/01
32.12138748168945,-102.20150756835938,0.5082009811378266,2025/03/22
32.76214599609375,-100.65298685213412,0.956764355421264,2024/01/31
32.41603469848633,-102.05062866210938,0.3065131607816418,2024/12/04
32.1441650390625,-101.80521150914636,1.6401602120986116,2024/07/27
32.31214141845703,-101.6457061767578,1.0098245901380305,2023/07/21
32.3016357421875,-101.1921208079268,1.3833844124551808,2024/08/07
32.06682205200195,-102.29429626464844,0.4282760091917622,2021/08/19
32.11761474609375,-101.91989805640245,0.8313009806493667,2025/08/06
32.76960754394531,-100.6614761352539,1.1798510853746758,2023/01/06
31.58294677734375,-102.14927115091464,1.0807202911985574,2024/05/14
32.29586410522461,-101.83954620361328,1.2258859071207728,2022/11/28
32.4114990234375,-102.05816501524389,1.8372739098262527,2024/10/20
32.27579498291016,-101.9286117553711,0.980079241103026,2025/01/01
32.85552979,-100.9145151,1.204240092,2018/10/28
32.226314544677734,-102.01382446289062,0.8166506291933094,2024/02/20
32.7777099609375,-100.634765625,1.4287421760568515,2024/07/25
32.45452880859375,-101.54475514481707,0.850983334232205,2024/11/09
31.97479248,-102.3379144,1.269175976,2021/02/04
32.12493896,-101.0538538,2.869325932,2023/12/28
32.39044189,-101.6090654,2.311823504,2022/04/11
32.73834228515625,-100.68299828506098,1.296369770011517,2024/07/28
32.06085205,-102.2714606,1.009749153,2021/02/11
31.97479248,-102.3422018,1.203719017,2021/05/15
32.71270752,-100.685142,1.613717307,2021/05/17
31.93084717,-102.3100467,1.0633795,2021/01/15
32.11212158203125,-101.47830125762194,1.0650086148924736,2025/06/02
32.76369857788086,-100.65502166748048,1.57843922269307,2023/02/11
32.38128662109375,-102.0849609375,0.5393671766220162,2024/11/26
32.36114501953125,-102.05494950457316,0.4640861359600938,2025/09/17
32.151390075683594,-101.06378936767578,2.1248840093774963,2024/10/04
32.43255615234375,-102.12783441310974,0.8915453262604796,2024/07/29
32.44196636,-102.0541437,1.627548657,2022/08/25
32.07655334472656,-101.64169311523438,0.7727241639818677,2024/09/21
32.2799186706543,-101.14830780029295,1.4311572274880395,2024/02/16
32.83721924,-100.9209461,0.5813799061,2020/05/19
32.74017333984375,-100.67227991615852,1.6223573320081033,2024/07/26
32.14141845703125,-101.0795779344512,2.078241783139732,2025/06/03
32.42523193359375,-102.02708174542684,0.6565098814938154,2025/08/24
31.93885040283203,-102.32150268554688,0.2448592305817903,2022/03/09
32.39044189,-101.6069217,1.704268389,2023/02/07
32.1194458,-102.1728516,1.502812621,2021/07/04
31.96563720703125,-102.31433403201216,1.6752334937428413,2023/05/21
31.85394287,-101.801996,1.038966353,2021/05/31
32.139347076416016,-101.10092163085938,1.3690067781522994,2024/02/11
32.41450881958008,-102.06707000732422,0.3613167623595719,2024/01/17
32.96539307,-100.8866473,0.7192283759,2018/08/09
